# JMP-table dispatch audit
# total sites: 5450
#
# Summary:
#   static_target           5142  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          56  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          99    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table           151    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      2    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$0493D4  in func $0493C6  base $012D22  kind=static_target
$0494E4  in func $0494DA  base $01B588  kind=static_target
$049524  in func $0494FC  base $01B5B0  kind=static_target
$049644  in func $049644  base $01ABB6  kind=static_target
$0497FE  in func $0497FE  base $01B588  kind=static_target
$049842  in func $049842  base $01B5D4  kind=static_target
$0499FC  in func $0499FC  base $01B588  kind=static_target
$049B36  in func $049B22  base $01ABC6  kind=static_target
$049B48  in func $049B48  base $01ABB6  kind=static_target
$049B70  in func $049B70  base $01ABB6  kind=static_target
$049CF8  in func $049CEC  base $049B22  kind=static_target
$049DDE  in func $049DBC  base $001380  kind=static_target
$049FDE  in func $049FD6  base $01ABC6  kind=static_target
$04A084  in func $04A07A  base $01ABC6  kind=static_target
$04A104  in func $04A0C6  base $01ABB6  kind=static_target
$04A10A  in func $04A10A  base $01ABC6  kind=static_target
$04A1D0  in func $04A1B2  base $049B22  kind=static_target
$04A334  in func $04A31A  base $01ABC6  kind=static_target
$04A346  in func $04A346  base $01ABB6  kind=static_target
$04A3A6  in func $04A384  base $061100  kind=static_target
$04A3CC  in func $04A3B6  base $0860F2  kind=static_target
$04A422  in func $04A408  base $049B4E  kind=static_target
$04A7B4  in func $04A7B0  base $01B5B0  kind=static_target
$04AD46  in func $04AD36  base $01ABC6  kind=static_target
$04AD74  in func $04AD74  base $01ABB6  kind=static_target
$04AE48  in func $04AE10  base $01ABC6  kind=static_target
$04AE8A  in func $04AE7C  base $01ABC6  kind=static_target
$04AF6A  in func $04AF6A  base $01ABC6  kind=static_target
$04B998  in func $04B97C  base $01ABC6  kind=static_target
$04B9A4  in func $04B99E  base $012600  kind=static_target
$04B9B0  in func $04B9AA  base $015862  kind=static_target
$04B9B6  in func $04B9B6  base $017D30  kind=static_target
$04BA7C  in func $04BA62  base $04BA90  kind=fallback_hybrid/offset_table
$04BECA  in func $04BEC8  base $001380  kind=static_target
$04BF12  in func $04BF0C  base $001380  kind=static_target
$04BF5A  in func $04BF58  base $001380  kind=static_target
$04C01A  in func $04C014  base $04C01E  kind=fallback_hybrid/offset_table
$04C3DA  in func $04C3DA  base $01ABB6  kind=static_target
$04C3E0  in func $04C3E0  base $01ABC6  kind=static_target
$04C3F8  in func $04C3F0  base $04C3FC  kind=fallback_hybrid/function_entry
$04C5B0  in func $04C594  base $04C5B4  kind=fallback_hybrid/function_entry
$04C6EC  in func $04C6D6  base $04C6F0  kind=fallback_hybrid/function_entry
$04C7C4  in func $04C7C4  base $04C7C8  kind=fallback_hybrid/function_entry
$04D0F0  in func $04D0F0  base $01ABC6  kind=static_target
$04D35C  in func $04D342  base $01ABC6  kind=static_target
$04D3C8  in func $04D39A  base $01ABC6  kind=static_target
$04D482  in func $04D482  base $01ABC6  kind=static_target
$04D5BC  in func $04D5BC  base $01ABC6  kind=static_target
$04D5F4  in func $04D5F4  base $01ABC6  kind=static_target
$04D60A  in func $04D60A  base $01ABC6  kind=static_target
$04D648  in func $04D648  base $01ABC6  kind=static_target
$04D7A0  in func $04D7A0  base $01ABC6  kind=static_target
$04D9FE  in func $04D9FE  base $01ABC6  kind=static_target
$04DA62  in func $04DA62  base $01ABC6  kind=static_target
$04DFFA  in func $04DFEE  base $01ABC6  kind=static_target
$04E00C  in func $04E000  base $01ABC6  kind=static_target
$04E09E  in func $04E074  base $01ABC6  kind=static_target
$04E15A  in func $04E15A  base $01ABC6  kind=static_target
$04E1BE  in func $04E1BE  base $01ABC6  kind=static_target
$04E246  in func $04E23A  base $01ABC6  kind=static_target
$04E25E  in func $04E24C  base $01ABB6  kind=static_target
$04E29C  in func $04E29C  base $01ABC6  kind=static_target
$04E310  in func $04E310  base $01ABC6  kind=static_target
$04E80A  in func $04E800  base $04E80E  kind=fallback_hybrid/function_entry
$04EDB0  in func $04ED90  base $04EAD8  kind=static_target
$04EDD4  in func $04EDB4  base $04EAD8  kind=static_target
$04F34C  in func $04F33C  base $000000  kind=dynamic_register
$04F90E  in func $04F906  base $04ECCE  kind=static_target
$04FA18  in func $04FA0C  base $01ABB6  kind=static_target
$04FB18  in func $04FAFA  base $04F0CE  kind=static_target
$04FB42  in func $04FB1C  base $23B0D4  kind=static_target
$04FB4C  in func $04FB48  base $04FB50  kind=fallback_hybrid/function_entry
$04FBC6  in func $04FBA4  base $04F0CE  kind=static_target
$04FC08  in func $04FBF6  base $23B0D4  kind=static_target
$04FD28  in func $04FD22  base $04F072  kind=static_target
$04FD58  in func $04FD52  base $04F072  kind=static_target
$04FE34  in func $04FE2E  base $04F072  kind=static_target
$04FE62  in func $04FE4A  base $01E2A6  kind=static_target
$04FF12  in func $04FF0A  base $04ECCE  kind=static_target
$04FF22  in func $04FF16  base $04FF26  kind=fallback_hybrid/function_entry
$050004  in func $04FFF0  base $04EE20  kind=static_target
$050052  in func $050052  base $04ED90  kind=static_target
$0500B0  in func $0500A0  base $23B680  kind=static_target
$0500CE  in func $0500B6  base $0500D2  kind=fallback_hybrid/function_entry
$05010C  in func $0500EA  base $04F072  kind=static_target
$050144  in func $050144  base $04F072  kind=static_target
$050276  in func $050260  base $04F3D4  kind=static_target
$0502C2  in func $0502C2  base $04F3D4  kind=static_target
$050460  in func $050458  base $01ABB6  kind=static_target
$050476  in func $050466  base $01ABC6  kind=static_target
$0504BA  in func $0504B4  base $0504BE  kind=fallback_hybrid/function_entry
$0504F2  in func $0504EE  base $01ABC6  kind=static_target
$0505F6  in func $0505E4  base $01ABB6  kind=static_target
$05060E  in func $05060E  base $01ABC6  kind=static_target
$05063A  in func $050632  base $01ABB6  kind=static_target
$050692  in func $05068A  base $01ABB6  kind=static_target
$0506B6  in func $050698  base $01ABC6  kind=static_target
$05072C  in func $050712  base $01ABB6  kind=static_target
$050B86  in func $050B7E  base $04ECCE  kind=static_target
$050B8A  in func $050B8A  base $04ED90  kind=static_target
$050BBA  in func $050BB0  base $04F0CE  kind=static_target
$050BC2  in func $050BBE  base $050BC6  kind=fallback_hybrid/function_entry
$050C48  in func $050C2A  base $04F0CE  kind=static_target
$050CFA  in func $050CDC  base $04F0CE  kind=static_target
$050E8C  in func $050E88  base $04ECCE  kind=static_target
$050E98  in func $050E90  base $04ED90  kind=static_target
$050ECC  in func $050EC0  base $04F072  kind=static_target
$050EEE  in func $050ED0  base $04F0CE  kind=static_target
$050EF6  in func $050EF2  base $050EFA  kind=fallback_hybrid/function_entry
$050FEC  in func $050FCE  base $04F3D4  kind=static_target
$0510E2  in func $0510DA  base $01ABB6  kind=static_target
$051112  in func $0510E8  base $01DCB6  kind=static_target
$051120  in func $051118  base $04ECCE  kind=static_target
$051130  in func $051124  base $04ED90  kind=static_target
$05114C  in func $051134  base $04F0CE  kind=static_target
$051154  in func $051150  base $051158  kind=fallback_hybrid/function_entry
$0511C4  in func $0511B0  base $04F3D4  kind=static_target
$051278  in func $051268  base $04F0CE  kind=static_target
$0512BA  in func $0512A6  base $04ECCE  kind=static_target
$0512D8  in func $0512D0  base $0512DC  kind=fallback_hybrid/function_entry
$0512F6  in func $0512E8  base $04ED90  kind=static_target
$051316  in func $05130C  base $04ED90  kind=static_target
$051328  in func $05131A  base $04EE9E  kind=static_target
$051348  in func $051342  base $04ED90  kind=static_target
$0514E4  in func $0514D8  base $0514E8  kind=fallback_hybrid/function_entry
$0516B8  in func $0516B4  base $0516BC  kind=fallback_hybrid/function_entry
$051812  in func $05180A  base $01ABB6  kind=static_target
$05183C  in func $051818  base $01DCB6  kind=static_target
$0518F4  in func $0518CA  base $04F0CE  kind=static_target
$0518FC  in func $0518F8  base $051900  kind=fallback_hybrid/function_entry
$051962  in func $051926  base $0569DC  kind=static_target
$0519D8  in func $0519CC  base $0519DC  kind=fallback_hybrid/function_entry
$051AEC  in func $051AE6  base $01ABB6  kind=static_target
$051B3E  in func $051B1C  base $01ABB6  kind=static_target
$051B98  in func $051B94  base $04ECCE  kind=static_target
$051BA6  in func $051B9C  base $04ED62  kind=static_target
$051C82  in func $051C6C  base $04F0CE  kind=static_target
$051C8A  in func $051C86  base $051C8E  kind=fallback_hybrid/function_entry
$051D16  in func $051CFA  base $04F0CE  kind=static_target
$051D2A  in func $051D26  base $04F072  kind=static_target
$051D4C  in func $051D2E  base $04F072  kind=static_target
$051D6A  in func $051D50  base $04F386  kind=static_target
$051DAA  in func $051D82  base $04F386  kind=static_target
$051E3E  in func $051E12  base $04F072  kind=static_target
$051F30  in func $051F28  base $04F072  kind=static_target
$051FD4  in func $051FCE  base $051FD8  kind=fallback_hybrid/function_entry
$0520E2  in func $0520DE  base $01ABB6  kind=static_target
$05210C  in func $052108  base $04ECCE  kind=static_target
$052142  in func $052138  base $04ED62  kind=static_target
$05214A  in func $052146  base $05214E  kind=fallback_hybrid/function_entry
$052200  in func $052200  base $04ED90  kind=static_target
$052220  in func $052204  base $04F0CE  kind=static_target
$052228  in func $052224  base $05222C  kind=fallback_hybrid/function_entry
$05229C  in func $052280  base $04F3D4  kind=static_target
$0523E4  in func $0523CA  base $085E3A  kind=static_target
$052420  in func $05241C  base $04ECCE  kind=static_target
$05243E  in func $05242E  base $052442  kind=fallback_hybrid/function_entry
$052482  in func $052482  base $04ED90  kind=static_target
$05251E  in func $052512  base $04ED62  kind=static_target
$0525C8  in func $0525BA  base $04ED62  kind=static_target
$05266E  in func $052662  base $04ED62  kind=static_target
$052726  in func $052714  base $04ED62  kind=static_target
$0527BE  in func $0527AC  base $04ED62  kind=static_target
$05280C  in func $052800  base $04ED62  kind=static_target
$052828  in func $052828  base $04ED90  kind=static_target
$0528A0  in func $05286A  base $04F0CE  kind=static_target
$0528BA  in func $0528BA  base $04F0CE  kind=static_target
$0528C2  in func $0528BE  base $0528C6  kind=fallback_hybrid/function_entry
$052A26  in func $052A22  base $04F0CE  kind=static_target
$052ABE  in func $052AB2  base $052AC2  kind=fallback_hybrid/function_entry
$052E30  in func $052E2C  base $04ECCE  kind=static_target
$052E40  in func $052E34  base $052E44  kind=fallback_hybrid/function_entry
$052E6E  in func $052E5E  base $052E72  kind=fallback_hybrid/function_entry
$052F0C  in func $052EFE  base $04ED62  kind=static_target
$052F10  in func $052F10  base $04ED90  kind=static_target
$052F18  in func $052F14  base $04ED90  kind=static_target
$053018  in func $053002  base $04F0CE  kind=static_target
$053020  in func $05301C  base $053024  kind=fallback_hybrid/function_entry
$0530E8  in func $0530E0  base $04F3D4  kind=static_target
$053240  in func $053234  base $053244  kind=fallback_hybrid/function_entry
$0533C8  in func $0533B8  base $01E2A6  kind=static_target
$05349C  in func $05347C  base $01ABC6  kind=static_target
$053512  in func $0534C6  base $01ABC6  kind=static_target
$05365E  in func $053648  base $04ECCE  kind=static_target
$053666  in func $053662  base $05366A  kind=fallback_hybrid/function_entry
$0536A8  in func $0536A8  base $04ED90  kind=static_target
$053700  in func $0536DC  base $04F0CE  kind=static_target
$053720  in func $053704  base $04F072  kind=static_target
$053728  in func $053724  base $05372C  kind=fallback_hybrid/function_entry
$0537A4  in func $053780  base $04F3D4  kind=static_target
$0537C2  in func $0537BA  base $04F3D4  kind=static_target
$053882  in func $05387E  base $04F072  kind=static_target
$05393C  in func $053938  base $04F072  kind=static_target
$053A54  in func $053A4C  base $01ABB6  kind=static_target
$053BE8  in func $053BD4  base $01ABB6  kind=static_target
$053BFE  in func $053BFE  base $01ABC6  kind=static_target
$053CC8  in func $053CC4  base $04ECCE  kind=static_target
$053CCC  in func $053CCC  base $04ED90  kind=static_target
$053D28  in func $053D10  base $04F0CE  kind=static_target
$053D50  in func $053D2C  base $04F0CE  kind=static_target
$053D58  in func $053D54  base $053D5C  kind=fallback_hybrid/function_entry
$053DD4  in func $053DCA  base $04F0CE  kind=static_target
$053E58  in func $053E58  base $04F0CE  kind=static_target
$053F1E  in func $053F0A  base $04ECCE  kind=static_target
$053F4C  in func $053F22  base $04ED62  kind=static_target
$053F66  in func $053F50  base $04ED62  kind=static_target
$053F82  in func $053F6A  base $04ED62  kind=static_target
$053FA2  in func $053F98  base $04ED62  kind=static_target
$053FB4  in func $053FAE  base $23E526  kind=static_target
$053FC2  in func $053FBA  base $23E506  kind=static_target
$053FCE  in func $053FCA  base $23E4EC  kind=static_target
$053FDC  in func $053FD8  base $23E4D0  kind=static_target
$053FF4  in func $053FE2  base $04EE9E  kind=static_target
$05416C  in func $054164  base $01ABB6  kind=static_target
$054196  in func $054172  base $01DCB6  kind=static_target
$0541EC  in func $0541C6  base $04F0CE  kind=static_target
$0541F4  in func $0541F0  base $0541F8  kind=fallback_hybrid/function_entry
$054278  in func $054248  base $04F3D4  kind=static_target
$054336  in func $05432E  base $04F0CE  kind=static_target
$054368  in func $054348  base $04ECCE  kind=static_target
$054378  in func $05436C  base $05437C  kind=fallback_hybrid/function_entry
$05439A  in func $054384  base $04ED62  kind=static_target
$05439E  in func $05439E  base $04ED90  kind=static_target
$0543C8  in func $0543C8  base $04ED90  kind=static_target
$054440  in func $054436  base $04F0CE  kind=static_target
$054448  in func $054444  base $05444C  kind=fallback_hybrid/function_entry
$0544C2  in func $0544A4  base $04F3D4  kind=static_target
$054604  in func $0545DE  base $04F3D4  kind=static_target
$054B1C  in func $054B18  base $04ECCE  kind=static_target
$054B7C  in func $054B7C  base $04ED90  kind=static_target
$054BBE  in func $054BA4  base $04F072  kind=static_target
$054C64  in func $054C3C  base $04F072  kind=static_target
$054D88  in func $054D7C  base $04ECCE  kind=static_target
$054D98  in func $054D8C  base $054D9C  kind=fallback_hybrid/function_entry
$054DBA  in func $054DBA  base $04ED90  kind=static_target
$054E82  in func $054E7E  base $04ED90  kind=static_target
$054E98  in func $054E86  base $04EDD8  kind=static_target
$054F88  in func $054F64  base $04EE20  kind=static_target
$055038  in func $055038  base $05503C  kind=fallback_hybrid/function_entry
$0551A6  in func $05519C  base $04F072  kind=static_target
$0551C2  in func $0551AA  base $0551C6  kind=fallback_hybrid/function_entry
$055232  in func $055222  base $04F072  kind=static_target
$0552F4  in func $0552E4  base $04F072  kind=static_target
$0554B4  in func $0554B4  base $04F3D4  kind=static_target
$055770  in func $05576A  base $01ABB6  kind=static_target
$055776  in func $055776  base $01ABC6  kind=static_target
$0557D4  in func $0557D4  base $01ABB6  kind=static_target
$05580C  in func $0557EC  base $01040C  kind=static_target
$055838  in func $05582E  base $01ABC6  kind=static_target
$055A48  in func $055A44  base $04ECCE  kind=static_target
$055A54  in func $055A4C  base $04ED90  kind=static_target
$055A76  in func $055A58  base $055DF2  kind=static_target
$055A7E  in func $055A7A  base $055A82  kind=fallback_hybrid/function_entry
$055B00  in func $055ADE  base $055DF2  kind=static_target
$055BB0  in func $055BA2  base $04F3D4  kind=static_target
$055C0C  in func $055BFE  base $055E4C  kind=static_target
$055C4A  in func $055C4A  base $055E4C  kind=static_target
$055E48  in func $055DF2  base $04F1F0  kind=static_target
$055F4E  in func $055F48  base $055F52  kind=fallback_hybrid/function_entry
$055F90  in func $055F90  base $01ABB6  kind=static_target
$055FC4  in func $055FBE  base $01ABB6  kind=static_target
$055FD4  in func $055FCA  base $01ABC6  kind=static_target
$056050  in func $056050  base $01ABC6  kind=static_target
$05605C  in func $056056  base $01ABB6  kind=static_target
$05609C  in func $05609C  base $01ABC6  kind=static_target
$0561B6  in func $0561B0  base $04ECCE  kind=static_target
$0561C8  in func $0561BC  base $0561CC  kind=fallback_hybrid/function_entry
$056226  in func $056226  base $04ED90  kind=static_target
$05628E  in func $056278  base $04F072  kind=static_target
$056298  in func $056294  base $05629C  kind=fallback_hybrid/function_entry
$0563D2  in func $0563C0  base $04F072  kind=static_target
$05644C  in func $056440  base $0569DC  kind=static_target
$056480  in func $056474  base $0569DC  kind=static_target
$05650A  in func $05650A  base $04F072  kind=static_target
$056614  in func $0565F4  base $04F3D4  kind=static_target
$0566CC  in func $0566C6  base $04F3D4  kind=static_target
$056740  in func $056706  base $056744  kind=fallback_hybrid/function_entry
$056B0A  in func $056B04  base $04ECCE  kind=static_target
$056B58  in func $056B54  base $04ED62  kind=static_target
$056B5E  in func $056B5E  base $04ED90  kind=static_target
$056BB4  in func $056B88  base $04F0CE  kind=static_target
$056BBE  in func $056BBA  base $056BC2  kind=fallback_hybrid/function_entry
$056C68  in func $056C68  base $04F3D4  kind=static_target
$056C82  in func $056C76  base $04F3D4  kind=static_target
$056D3A  in func $056D16  base $04F3D4  kind=static_target
$056DFA  in func $056DFA  base $056DFE  kind=fallback_hybrid/function_entry
$056E62  in func $056E52  base $056C76  kind=static_target
$056E9C  in func $056E66  base $056C8C  kind=static_target
$056EC8  in func $056EC2  base $01ABB6  kind=static_target
$056FAC  in func $056FA6  base $04ECCE  kind=static_target
$056FBA  in func $056FB2  base $04ED90  kind=static_target
$056FF2  in func $056FD2  base $04F0CE  kind=static_target
$056FFC  in func $056FF8  base $057000  kind=fallback_hybrid/function_entry
$05707C  in func $05705C  base $04F3D4  kind=static_target
$05712A  in func $05711E  base $01ABB6  kind=static_target
$05717C  in func $057176  base $01ABC6  kind=static_target
$057298  in func $05728E  base $04ECCE  kind=static_target
$0572AA  in func $05729E  base $0572AE  kind=fallback_hybrid/function_entry
$0572C8  in func $0572BA  base $04ED90  kind=static_target
$05735A  in func $05734E  base $04EE9E  kind=static_target
$0574D6  in func $0574B0  base $04EAD8  kind=static_target
$057864  in func $057854  base $04F072  kind=static_target
$05788C  in func $05786A  base $04F0CE  kind=static_target
$057896  in func $057892  base $05789A  kind=fallback_hybrid/function_entry
$057910  in func $0578F0  base $04F28C  kind=static_target
$0579BE  in func $05799A  base $04F072  kind=static_target
$0579CC  in func $0579C4  base $04F0CE  kind=static_target
$057BAC  in func $057B8E  base $01E2FE  kind=static_target
$057C18  in func $057BF6  base $01ABC6  kind=static_target
$057DC0  in func $057DB6  base $01ABB6  kind=static_target
$057DC6  in func $057DC6  base $045866  kind=static_target
$057E2C  in func $057DFA  base $01ABB6  kind=static_target
$057E8E  in func $057E64  base $01ABB6  kind=static_target
$057EB6  in func $057EB0  base $057EBA  kind=fallback_hybrid/function_entry
$0580C6  in func $05806E  base $001380  kind=static_target
$05818C  in func $058170  base $012D22  kind=static_target
$0581EA  in func $0581D2  base $085E3A  kind=static_target
$05822E  in func $05821E  base $01ABC6  kind=static_target
$0582A6  in func $0582A6  base $01ABC6  kind=static_target
$05835A  in func $05835A  base $01ABC6  kind=static_target
$05839A  in func $05838C  base $01ABC6  kind=static_target
$0583AC  in func $0583A6  base $01ABB6  kind=static_target
$0583B8  in func $0583B2  base $01ABC6  kind=static_target
$058416  in func $058400  base $01ABB6  kind=static_target
$0584E4  in func $0584E4  base $01ABB6  kind=static_target
$0584FC  in func $0584FC  base $01ABC6  kind=static_target
$058A9A  in func $058A92  base $04ECCE  kind=static_target
$058AAC  in func $058AA0  base $058AB0  kind=fallback_hybrid/function_entry
$058B1A  in func $058AF6  base $04ED5E  kind=static_target
$058C78  in func $058C68  base $04EAD8  kind=static_target
$058D0A  in func $058CF4  base $058FBC  kind=static_target
$058D12  in func $058D0E  base $058D16  kind=fallback_hybrid/function_entry
$058D38  in func $058D1E  base $04F3D4  kind=static_target
$058FCA  in func $058FBC  base $04F0CE  kind=static_target
$059064  in func $059064  base $04F072  kind=static_target
$059072  in func $05906A  base $04F15A  kind=static_target
$05907E  in func $059078  base $059082  kind=fallback_hybrid/function_entry
$059140  in func $059132  base $01ABB6  kind=static_target
$0591CE  in func $0591CE  base $01ABB6  kind=static_target
$059264  in func $059246  base $01ABB6  kind=static_target
$05926A  in func $05926A  base $01ABC6  kind=static_target
$059358  in func $059352  base $04ECCE  kind=static_target
$059372  in func $05935E  base $04ED62  kind=static_target
$059378  in func $059378  base $04ED90  kind=static_target
$059392  in func $05937E  base $04F072  kind=static_target
$05939C  in func $059398  base $0593A0  kind=fallback_hybrid/function_entry
$0593E6  in func $0593E6  base $04F072  kind=static_target
$059488  in func $059488  base $04F072  kind=static_target
$05949A  in func $05948E  base $04ECCE  kind=static_target
$0594A4  in func $0594A0  base $0594A8  kind=fallback_hybrid/function_entry
$0594D4  in func $0594B4  base $04ED62  kind=static_target
$0594F2  in func $0594DA  base $04ED62  kind=static_target
$0594F8  in func $0594F8  base $04ED90  kind=static_target
$059518  in func $0594FE  base $04F072  kind=static_target
$059522  in func $05951E  base $059526  kind=fallback_hybrid/function_entry
$059566  in func $059566  base $04F072  kind=static_target
$05958E  in func $05957A  base $04ECCE  kind=static_target
$05959C  in func $059594  base $0595A0  kind=fallback_hybrid/function_entry
$059640  in func $05961E  base $04EAD8  kind=static_target
$05972A  in func $059724  base $04ECCE  kind=static_target
$059730  in func $059730  base $04ED90  kind=static_target
$059746  in func $059736  base $04F072  kind=static_target
$059756  in func $05974C  base $04F072  kind=static_target
$05979E  in func $05979A  base $0597A2  kind=fallback_hybrid/function_entry
$0597DE  in func $0597AA  base $04ED6C  kind=static_target
$05982C  in func $0597E4  base $04EAD8  kind=static_target
$059864  in func $059850  base $059990  kind=static_target
$059AFE  in func $059AF8  base $04ECCE  kind=static_target
$059B08  in func $059B04  base $059B0C  kind=fallback_hybrid/function_entry
$059B72  in func $059B46  base $04ED62  kind=static_target
$059BF4  in func $059BF4  base $04ED90  kind=static_target
$059C40  in func $059C26  base $059DDE  kind=static_target
$059C48  in func $059C44  base $059C4C  kind=fallback_hybrid/function_entry
$059C88  in func $059C88  base $059DDE  kind=static_target
$059CD4  in func $059CCA  base $059DDE  kind=static_target
$059D7E  in func $059D74  base $059DDE  kind=static_target
$059DF2  in func $059DF2  base $04F072  kind=static_target
$059E5A  in func $059E52  base $059E5E  kind=fallback_hybrid/function_entry
$059FA2  in func $059F8E  base $010366  kind=static_target
$05A152  in func $05A14C  base $04ECCE  kind=static_target
$05A198  in func $05A176  base $04ED62  kind=static_target
$05A19E  in func $05A19E  base $04ED90  kind=static_target
$05A206  in func $05A1DA  base $04F0CE  kind=static_target
$05A210  in func $05A20C  base $05A214  kind=fallback_hybrid/function_entry
$05A282  in func $05A262  base $04F3D4  kind=static_target
$05A304  in func $05A2E4  base $04F3D4  kind=static_target
$05A47C  in func $05A442  base $04ECEC  kind=static_target
$05A48E  in func $05A482  base $05A492  kind=fallback_hybrid/function_entry
$05A554  in func $05A544  base $05A558  kind=fallback_hybrid/function_entry
$05A692  in func $05A676  base $05A696  kind=fallback_hybrid/function_entry
$05A766  in func $05A74E  base $04F3D4  kind=static_target
$05A7F4  in func $05A7EC  base $01ABB6  kind=static_target
$05A86C  in func $05A860  base $01E2A6  kind=static_target
$05A8E0  in func $05A8C4  base $01B588  kind=static_target
$05A90C  in func $05A904  base $01ABB6  kind=static_target
$05A91C  in func $05A912  base $01E2A6  kind=static_target
$05A944  in func $05A922  base $01ABB6  kind=static_target
$05A954  in func $05A94C  base $01ABB6  kind=static_target
$05AA2E  in func $05AA14  base $04ECCE  kind=static_target
$05AA3C  in func $05AA34  base $04ED90  kind=static_target
$05AA72  in func $05AA42  base $04F0CE  kind=static_target
$05AA9C  in func $05AA78  base $04F3D4  kind=static_target
$05AAEC  in func $05AAB0  base $04ECCE  kind=static_target
$05AAF6  in func $05AAF2  base $05AAFA  kind=fallback_hybrid/function_entry
$05AEE4  in func $05AEE4  base $04ED90  kind=static_target
$05AF24  in func $05AF08  base $04F0CE  kind=static_target
$05AF2E  in func $05AF2A  base $05AF32  kind=fallback_hybrid/function_entry
$05AFC2  in func $05AFC2  base $000000  kind=dynamic_register
$05B034  in func $05B020  base $23B0D4  kind=static_target
$05B0A4  in func $05B0A0  base $058D44  kind=static_target
$05B196  in func $05B18E  base $05B19A  kind=fallback_hybrid/offset_table
$05B1E6  in func $05B1D2  base $00172C  kind=static_target
$05B470  in func $05B46C  base $000000  kind=dynamic_register
$05B4CE  in func $05B4C4  base $001AD2  kind=static_target
$05B4F2  in func $05B4E8  base $001AD2  kind=static_target
$05B4FE  in func $05B4F8  base $00172C  kind=static_target
$05C57C  in func $05C57C  base $01ABC6  kind=static_target
$05C59C  in func $05C588  base $01ABC6  kind=static_target
$05C674  in func $05C660  base $01ABC6  kind=static_target
$05C6C6  in func $05C6B6  base $084512  kind=static_target
$05C704  in func $05C6F4  base $084512  kind=static_target
$05C76A  in func $05C76A  base $01ABC6  kind=static_target
$05C7A4  in func $05C790  base $01ABC6  kind=static_target
$05C80E  in func $05C80E  base $015862  kind=static_target
$05C826  in func $05C826  base $015862  kind=static_target
$05C832  in func $05C82C  base $01ABB6  kind=static_target
$05C852  in func $05C838  base $000000  kind=dynamic_register
$05C8C2  in func $05C8B8  base $01ABC6  kind=static_target
$05C8DC  in func $05C8C8  base $01ABC6  kind=static_target
$05C956  in func $05C94C  base $084512  kind=static_target
$05C9BE  in func $05C972  base $001AD2  kind=static_target
$05C9D6  in func $05C9C4  base $01ABC6  kind=static_target
$05CA14  in func $05CA14  base $01ABC6  kind=static_target
$05CA72  in func $05CA68  base $01ABC6  kind=static_target
$05CAA8  in func $05CA9E  base $01ABC6  kind=static_target
$05D896  in func $05D886  base $01ABC6  kind=static_target
$05D9E8  in func $05D9B8  base $001AD2  kind=static_target
$05DC92  in func $05DC2C  base $084060  kind=static_target
$05DD2E  in func $05DD0E  base $084060  kind=static_target
$05DE5A  in func $05DE46  base $01ABB6  kind=static_target
$05DE6E  in func $05DE60  base $01ABC6  kind=static_target
$05DEF6  in func $05DEF0  base $01AB52  kind=static_target
$05DF2E  in func $05DF2E  base $0852A0  kind=static_target
$05DFAC  in func $05DFA6  base $084920  kind=static_target
$05DFD2  in func $05DFCC  base $084920  kind=static_target
$05DFE8  in func $05DFD8  base $084920  kind=static_target
$05E084  in func $05E07A  base $001AD2  kind=static_target
$05E0D0  in func $05E0D0  base $01ABC6  kind=static_target
$05E0EA  in func $05E0D6  base $01ABC6  kind=static_target
$05E282  in func $05E258  base $001AD2  kind=static_target
$05E2BC  in func $05E288  base $085FA0  kind=static_target
$05E322  in func $05E316  base $001AD2  kind=static_target
$05E3AE  in func $05E39E  base $08648C  kind=static_target
$05E3E8  in func $05E3DA  base $01ABC6  kind=static_target
$05E40C  in func $05E40C  base $01ABC6  kind=static_target
$05E4DC  in func $05E4DC  base $01ABC6  kind=static_target
$05E4F8  in func $05E4F0  base $01ABC6  kind=static_target
$05E4FE  in func $05E4FE  base $0852A0  kind=static_target
$05E58E  in func $05E58E  base $01ABC6  kind=static_target
$05E5D4  in func $05E5D4  base $01ABC6  kind=static_target
$05E60C  in func $05E60C  base $01ABC6  kind=static_target
$05E6BA  in func $05E6BA  base $01ABC6  kind=static_target
$05E6F6  in func $05E6E6  base $01ABC6  kind=static_target
$05E804  in func $05E7CC  base $001AD2  kind=static_target
$05E910  in func $05E890  base $084060  kind=static_target
